Agg(open=17, high=17.035, low=16.89, close=16.92, volume=76977, vwap=16.968, timestamp=1696856400000, transactions=1615, otc=None)
Agg(open=16.945, high=16.99, low=16.795, close=16.8, volume=131890, vwap=16.8786, timestamp=1696860000000, transactions=2621, otc=None)
Agg(open=16.8, high=16.925, low=16.685, close=16.76, volume=98509, vwap=16.7881, timestamp=1696863600000, transactions=1992, otc=None)
Agg(open=16.76, high=16.96, low=16.76, close=16.92, volume=112634, vwap=16.862, timestamp=1696867200000, transactions=1906, otc=None)
Agg(open=16.92, high=17.05, low=16.85, close=17.05, volume=96960, vwap=16.941, timestamp=1696870800000, transactions=1865, otc=None)
Agg(open=17.04, high=17.0999, low=17.02, close=17.07, volume=64160, vwap=17.0534, timestamp=1696874400000, transactions=1502, otc=None)
Agg(open=17.075, high=17.1, low=16.93, close=16.97, volume=243436, vwap=17.0013, timestamp=1696878000000, transactions=3807, otc=None)
Agg(open=16.96, high=16.96, low=16.96, close=16.96, volume=26997, vwap=16.96, timestamp=1696881600000, transactions=25, otc=None)
Agg(open=16.31, high=16.31, low=16, close=16, volume=5167, vwap=16.0356, timestamp=1696935600000, transactions=10, otc=None)
Agg(open=16.02, high=16.6, low=16.02, close=16.6, volume=3112, vwap=16.3809, timestamp=1696939200000, transactions=19, otc=None)
Agg(open=16.6, high=17.21, low=16.205, close=16.57, volume=394026, vwap=16.7449, timestamp=1696942800000, transactions=2839, otc=None)
Agg(open=16.57, high=16.92, low=16.46, close=16.69, volume=381134, vwap=16.6503, timestamp=1696946400000, transactions=5036, otc=None)
Agg(open=16.7, high=16.9, low=16.64, close=16.81, volume=214849, vwap=16.7568, timestamp=1696950000000, transactions=3535, otc=None)
Agg(open=16.8, high=17, low=16.69, close=16.92, volume=232842, vwap=16.8722, timestamp=1696953600000, transactions=3764, otc=None)
Agg(open=16.93, high=16.93, low=16.57, close=16.65, volume=586024, vwap=16.7833, timestamp=1696957200000, transactions=5310, otc=None)
Agg(open=16.65, high=16.67, low=16.2898, close=16.29, volume=311558, vwap=16.4382, timestamp=1696960800000, transactions=4285, otc=None)
Agg(open=16.29, high=16.29, low=16, close=16.04, volume=746612, vwap=16.0944, timestamp=1696964400000, transactions=8500, otc=None)
Agg(open=16.06, high=16.06, low=16.06, close=16.06, volume=25988, vwap=16.06, timestamp=1696968000000, transactions=27, otc=None)
Agg(open=16.05, high=16.11, low=16.05, close=16.11, volume=451, vwap=16.0701, timestamp=1697025600000, transactions=2, otc=None)
Agg(open=16.0991, high=16.13, low=15.715, close=15.8, volume=329193, vwap=15.9435, timestamp=1697029200000, transactions=3710, otc=None)
Agg(open=15.79, high=15.79, low=15.255, close=15.26, volume=688488, vwap=15.4597, timestamp=1697032800000, transactions=8140, otc=None)
Agg(open=15.25, high=15.33, low=14.975, close=14.975, volume=387139, vwap=15.2132, timestamp=1697036400000, transactions=4610, otc=None)
Agg(open=14.97, high=15.05, low=14.86, close=14.89, volume=272521, vwap=14.9619, timestamp=1697040000000, transactions=4097, otc=None)
Agg(open=14.9, high=15.07, low=14.86, close=14.91, volume=188071, vwap=14.9762, timestamp=1697043600000, transactions=2918, otc=None)
